"","player_name","teamName","runs","balls_faced","4s","6s","strike_rate","innings_number","opposition","match_format","venue","date","city","batting_position"
"17254","V Sehwag",NA,"0","2","0","0","0.00","3","England","Test","Nottingham","2002-08-08","",""
"17255","D Mongia",NA,"0","4","0","0","0.00","1","Zimbabwe","ODI","Colombo (RPS)","2002-09-14","",""
"17256","Z Khan",NA,"0","3","0","0","0.00","1","South Africa","ODI","Colombo (RPS)","2002-09-25","",""
"17257","D Mongia",NA,"0","9","0","0","0.00","2","Sri Lanka","ODI","Colombo (RPS)","2002-09-30","",""
"17258","Harbhajan Singh",NA,"0","1","0","0","0.00","1","West Indies","Test","Mumbai","2002-10-09","",""
"17259","A Kumble",NA,"0","5","0","0","0.00","1","West Indies","Test","Mumbai","2002-10-09","",""
"17260","Z Khan",NA,"0","1","0","0","0.00","1","West Indies","Test","Mumbai","2002-10-09","",""
"17261","SC Ganguly",NA,"0","1","0","0","0.00","2","West Indies","Test","Chennai","2002-10-17","",""
"17262","SB Bangar",NA,"0","1","0","0","0.00","3","West Indies","Test","Kolkata","2002-10-30","",""
"17263","Jai P Yadav",NA,"0","5","0","0","0.00","1","West Indies","ODI","Jamshedpur","2002-11-06","",""
"17264","VVS Laxman",NA,"0","2","0","0","0.00","1","New Zealand","Test","Wellington","2002-12-12","",""
"17265","Harbhajan Singh",NA,"0","1","0","0","0.00","1","New Zealand","Test","Wellington","2002-12-12","",""
"17266","VVS Laxman",NA,"0","11","0","0","0.00","3","New Zealand","Test","Wellington","2002-12-12","",""
"17267","Z Khan",NA,"0","7","0","0","0.00","1","New Zealand","Test","Hamilton","2002-12-19","",""
"17268","PA Patel",NA,"0","4","0","0","0.00","3","New Zealand","Test","Hamilton","2002-12-19","",""
"17269","Z Khan",NA,"0","3","0","0","0.00","3","New Zealand","Test","Hamilton","2002-12-19","",""
"17270","V Sehwag",NA,"0","5","0","0","0.00","1","New Zealand","ODI","Auckland","2002-12-26","",""
"17271","A Kumble",NA,"0","3","0","0","0.00","1","New Zealand","ODI","Auckland","2002-12-26","",""
"17272","J Srinath",NA,"0","7","0","0","0.00","1","New Zealand","ODI","Auckland","2002-12-26","",""
"17273","SC Ganguly",NA,"0","3","0","0","0.00","2","New Zealand","ODI","Napier","2002-12-29","",""
"17274","Yuvraj Singh",NA,"0","2","0","0","0.00","2","New Zealand","ODI","Napier","2002-12-29","",""
"17275","Harbhajan Singh",NA,"0","1","0","0","0.00","1","New Zealand","ODI","Christchurch","2003-01-01","",""
"17276","M Kaif",NA,"0","4","0","0","0.00","1","New Zealand","ODI","Queenstown","2003-01-04","",""
"17277","AB Agarkar",NA,"0","3","0","0","0.00","1","New Zealand","ODI","Queenstown","2003-01-04","",""
"17278","A Nehra",NA,"0","10","0","0","0.00","1","New Zealand","ODI","Queenstown","2003-01-04","",""
"17279","SC Ganguly",NA,"0","1","0","0","0.00","2","New Zealand","ODI","Wellington","2003-01-08","",""
"17280","SR Tendulkar",NA,"0","10","0","0","0.00","2","New Zealand","ODI","Wellington","2003-01-08","",""
"17281","AB Agarkar",NA,"0","2","0","0","0.00","2","New Zealand","ODI","Auckland","2003-01-11","",""
"17282","D Mongia",NA,"0","1","0","0","0.00","1","New Zealand","ODI","Hamilton","2003-01-14","",""
"17283","M Kaif",NA,"0","6","0","0","0.00","1","New Zealand","ODI","Hamilton","2003-01-14","",""
"17284","Z Khan",NA,"0","2","0","0","0.00","1","Netherlands","ODI","Paarl","2003-02-12","",""
"17285","Yuvraj Singh",NA,"0","8","0","0","0.00","1","Australia","ODI","Centurion","2003-02-15","",""
"17286","J Srinath",NA,"0","2","0","0","0.00","1","Australia","ODI","Centurion","2003-02-15","",""
"17287","Z Khan",NA,"0","0","0","0","-","1","England","ODI","Durban","2003-02-26","",""
"17288","J Srinath",NA,"0","1","0","0","0.00","1","England","ODI","Durban","2003-02-26","",""
"17289","SC Ganguly",NA,"0","1","0","0","0.00","2","Pakistan","ODI","Centurion","2003-03-01","",""
"17290","M Kaif",NA,"0","3","0","0","0.00","2","Australia","ODI","Johannesburg","2003-03-23","",""
"17291","Z Khan",NA,"0","1","0","0","0.00","1","Bangladesh","ODI","Dhaka","2003-04-11","",""
"17292","AM Salvi",NA,"0","1","0","0","0.00","1","Bangladesh","ODI","Dhaka","2003-04-11","",""
"17293","Z Khan",NA,"0","1","0","0","0.00","2","New Zealand","Test","Mohali","2003-10-16","",""
"17294","V Sehwag",NA,"0","3","0","0","0.00","1","Australia","ODI","Gwalior","2003-10-26","",""
"17295","V Sehwag",NA,"0","1","0","0","0.00","2","Australia","ODI","Mumbai","2003-11-01","",""
"17296","Yuvraj Singh",NA,"0","3","0","0","0.00","1","New Zealand","ODI","Cuttack","2003-11-06","",""
"17297","Z Khan",NA,"0","1","0","0","0.00","2","Australia","ODI","Kolkata","2003-11-18","",""
"17298","AM Salvi",NA,"0","4","0","0","0.00","2","Australia","ODI","Kolkata","2003-11-18","",""
"17299","SR Tendulkar",NA,"0","3","0","0","0.00","2","Australia","Test","Brisbane","2003-12-04","",""
"17300","A Nehra",NA,"0","2","0","0","0.00","2","Australia","Test","Brisbane","2003-12-04","",""
"17301","V Sehwag",NA,"0","1","0","0","0.00","4","Australia","Test","Brisbane","2003-12-04","",""
"17302","SR Tendulkar",NA,"0","1","0","0","0.00","1","Australia","Test","Melbourne","2003-12-26","",""
"17303","PA Patel",NA,"0","1","0","0","0.00","1","Australia","Test","Melbourne","2003-12-26","",""
"17304","AB Agarkar",NA,"0","1","0","0","0.00","1","Australia","Test","Melbourne","2003-12-26","",""
"17305","A Nehra",NA,"0","4","0","0","0.00","1","Australia","Test","Melbourne","2003-12-26","",""
"17306","A Kumble",NA,"0","2","0","0","0.00","3","Australia","Test","Melbourne","2003-12-26","",""
"17307","A Nehra",NA,"0","17","0","0","0.00","3","Australia","Test","Melbourne","2003-12-26","",""
"17308","SB Bangar",NA,"0","4","0","0","0.00","1","Zimbabwe","ODI","Adelaide","2004-01-24","",""
"17309","PA Patel",NA,"0","8","0","0","0.00","1","Zimbabwe","ODI","Adelaide","2004-01-24","",""
"17310","R Dravid",NA,"0","11","0","0","0.00","2","Australia","ODI","Sydney","2004-02-08","",""
"17311","Z Khan",NA,"0","2","0","0","0.00","1","Pakistan","ODI","Karachi","2004-03-13","",""
"17312","Z Khan",NA,"0","1","0","0","0.00","2","Pakistan","ODI","Rawalpindi","2004-03-16","",""
"17313","A Nehra",NA,"0","1","0","0","0.00","2","Pakistan","ODI","Rawalpindi","2004-03-16","",""
"17314","SR Tendulkar",NA,"0","5","0","0","0.00","1","Pakistan","ODI","Peshawar","2004-03-19","",""
"17315","PA Patel",NA,"0","2","0","0","0.00","1","Pakistan","Test","Lahore","2004-04-05","",""
"17316","L Balaji",NA,"0","6","0","0","0.00","1","Pakistan","Test","Lahore","2004-04-05","",""
"17317","R Dravid",NA,"0","0","0","0","-","3","Pakistan","Test","Lahore","2004-04-05","",""
"17318","IK Pathan",NA,"0","4","0","0","0.00","3","Pakistan","Test","Lahore","2004-04-05","",""
"17319","A Kumble",NA,"0","3","0","0","0.00","3","Pakistan","Test","Lahore","2004-04-05","",""
"17320","L Balaji",NA,"0","1","0","0","0.00","3","Pakistan","Test","Lahore","2004-04-05","",""
"17321","V Sehwag",NA,"0","1","0","0","0.00","2","Pakistan","Test","Rawalpindi","2004-04-13","",""
"17322","V Sehwag",NA,"0","3","0","0","0.00","1","U.A.E.","ODI","Dambulla","2004-07-16","",""
"17323","R Dravid",NA,"0","1","0","0","0.00","2","Pakistan","ODI","Amstelveen","2004-08-21","",""
"17324","L Balaji",NA,"0","1","0","0","0.00","1","England","ODI","Nottingham","2004-09-01","",""
"17325","A Nehra",NA,"0","1","0","0","0.00","1","England","ODI","Nottingham","2004-09-01","",""
"17326","V Sehwag",NA,"0","2","0","0","0.00","2","England","ODI","The Oval","2004-09-03","",""
"17327","IK Pathan",NA,"0","2","0","0","0.00","2","England","ODI","The Oval","2004-09-03","",""
"17328","Harbhajan Singh",NA,"0","1","0","0","0.00","1","England","ODI","Lord's","2004-09-05","",""
"17329","SC Ganguly",NA,"0","5","0","0","0.00","1","Pakistan","ODI","Birmingham","2004-09-19","",""
"17330","Yuvraj Singh",NA,"0","3","0","0","0.00","1","Pakistan","ODI","Birmingham","2004-09-19","",""
"17331","A Nehra",NA,"0","2","0","0","0.00","1","Pakistan","ODI","Birmingham","2004-09-19","",""
"17332","A Chopra",NA,"0","4","0","0","0.00","2","Australia","Test","Bengaluru","2004-10-06","",""
"17333","R Dravid",NA,"0","5","0","0","0.00","2","Australia","Test","Bengaluru","2004-10-06","",""
"17334","V Sehwag",NA,"0","7","0","0","0.00","4","Australia","Test","Bengaluru","2004-10-06","",""
"17335","Z Khan",NA,"0","7","0","0","0.00","2","Australia","Test","Nagpur","2004-10-26","",""
"17336","M Kartik",NA,"0","3","0","0","0.00","1","Australia","Test","Mumbai","2004-11-03","",""
"17337","Z Khan",NA,"0","3","0","0","0.00","1","Australia","Test","Mumbai","2004-11-03","",""
"17338","Harbhajan Singh",NA,"0","2","0","0","0.00","3","Australia","Test","Mumbai","2004-11-03","",""
"17339","Z Khan",NA,"0","4","0","0","0.00","3","Australia","Test","Mumbai","2004-11-03","",""
"17340","R Dravid",NA,"0","7","0","0","0.00","2","Bangladesh","Test","Dhaka","2004-12-10","",""
"17341","SC Ganguly",NA,"0","2","0","0","0.00","1","Bangladesh","ODI","Chittagong","2004-12-23","",""
"17342","MS Dhoni",NA,"0","1","0","0","0.00","1","Bangladesh","ODI","Chittagong","2004-12-23","",""
"17343","V Sehwag",NA,"0","3","0","0","0.00","2","Bangladesh","ODI","Dhaka","2004-12-26","",""
"17344","Z Khan",NA,"0","2","0","0","0.00","2","Pakistan","Test","Mohali","2005-03-08","",""
"17345","VVS Laxman",NA,"0","1","0","0","0.00","1","Pakistan","Test","Kolkata","2005-03-16","",""
"17346","Harbhajan Singh",NA,"0","6","0","0","0.00","3","Pakistan","Test","Kolkata","2005-03-16","",""
"17347","L Balaji",NA,"0","2","0","0","0.00","3","Pakistan","Test","Kolkata","2005-03-16","",""
"17348","IK Pathan",NA,"0","29","0","0","0.00","4","Pakistan","Test","Bengaluru","2005-03-24","",""
"17349","L Balaji",NA,"0","16","0","0","0.00","4","Pakistan","Test","Bengaluru","2005-03-24","",""
"17350","SC Ganguly",NA,"0","1","0","0","0.00","1","Pakistan","ODI","Kochi","2005-04-02","",""
"17351","L Balaji",NA,"0","2","0","0","0.00","1","Pakistan","ODI","Kochi","2005-04-02","",""
"17352","M Kaif",NA,"0","1","0","0","0.00","1","Pakistan","ODI","Visakhapatnam","2005-04-05","",""
"17353","D Mongia",NA,"0","4","0","0","0.00","2","Pakistan","ODI","Delhi","2005-04-17","",""
"17354","SK Raina",NA,"0","1","0","0","0.00","1","Sri Lanka","ODI","Dambulla","2005-07-30","",""
"17355","R Dravid",NA,"0","1","0","0","0.00","1","Sri Lanka","ODI","Dambulla","2005-08-03","",""
"17356","Harbhajan Singh",NA,"0","1","0","0","0.00","2","Sri Lanka","ODI","Colombo (RPS)","2005-08-09","",""
"17357","Y Venugopal Rao",NA,"0","1","0","0","0.00","2","New Zealand","ODI","Bulawayo","2005-08-26","",""
"17358","Y Venugopal Rao",NA,"0","3","0","0","0.00","1","Zimbabwe","ODI","Harare","2005-08-29","",""
"17359","AB Agarkar",NA,"0","1","0","0","0.00","1","Zimbabwe","ODI","Harare","2005-08-29","",""
"17360","R Dravid",NA,"0","2","0","0","0.00","1","New Zealand","ODI","Harare","2005-09-06","",""
"17361","Jai P Yadav",NA,"0","2","0","0","0.00","1","New Zealand","ODI","Harare","2005-09-06","",""
"17362","A Nehra",NA,"0","2","0","0","0.00","1","New Zealand","ODI","Harare","2005-09-06","",""
"17363","IK Pathan",NA,"0","3","0","0","0.00","2","Sri Lanka","ODI","Pune","2005-11-03","",""
"17364","MS Dhoni",NA,"0","1","0","0","0.00","1","Sri Lanka","ODI","Ahmedabad","2005-11-06","",""
"17365","IK Pathan",NA,"0","2","0","0","0.00","1","South Africa","ODI","Kolkata","2005-11-25","",""
"17366","Harbhajan Singh",NA,"0","4","0","0","0.00","1","South Africa","ODI","Kolkata","2005-11-25","",""
"17367","G Gambhir",NA,"0","7","0","0","0.00","2","South Africa","ODI","Mumbai","2005-11-28","",""
"17368","G Gambhir",NA,"0","7","0","0","0.00","1","Sri Lanka","Test","Chennai","2005-12-02","",""
"17369","IK Pathan",NA,"0","4","0","0","0.00","1","Sri Lanka","Test","Chennai","2005-12-02","",""
"17370","Yuvraj Singh",NA,"0","5","0","0","0.00","1","Sri Lanka","Test","Delhi","2005-12-10","",""
"17371","IK Pathan",NA,"0","4","0","0","0.00","1","Sri Lanka","Test","Delhi","2005-12-10","",""
"17372","Yuvraj Singh",NA,"0","2","0","0","0.00","1","Sri Lanka","Test","Ahmedabad","2005-12-18","",""
"17373","V Sehwag",NA,"0","1","0","0","0.00","3","Sri Lanka","Test","Ahmedabad","2005-12-18","",""
"17374","IK Pathan",NA,"0","2","0","0","0.00","2","Pakistan","ODI","Lahore","2006-02-13","",""
"17375","M Kaif",NA,"0","2","0","0","0.00","2","Pakistan","ODI","Lahore","2006-02-13","",""
"17376","SR Tendulkar",NA,"0","3","0","0","0.00","2","Pakistan","ODI","Multan","2006-02-16","",""
"17377","M Kaif",NA,"0","6","0","0","0.00","2","Pakistan","ODI","Multan","2006-02-16","",""
"17378","VVS Laxman",NA,"0","1","0","0","0.00","2","England","Test","Nagpur","2006-03-01","",""
"17379","V Sehwag",NA,"0","13","0","0","0.00","4","England","Test","Nagpur","2006-03-01","",""
"17380","V Sehwag",NA,"0","16","0","0","0.00","4","England","Test","Mumbai","2006-03-18","",""
"17381","S Sreesanth",NA,"0","1","0","0","0.00","1","England","ODI","Delhi","2006-03-28","",""
"17382","M Kaif",NA,"0","6","0","0","0.00","2","England","ODI","Faridabad","2006-03-31","",""
"17383","M Kaif",NA,"0","3","0","0","0.00","1","England","ODI","Margao","2006-04-03","",""
"17384","S Sreesanth",NA,"0","0","0","0","-","1","Pakistan","ODI","Abu Dhabi","2006-04-18","",""
"17385","R Dravid",NA,"0","4","0","0","0.00","1","West Indies","ODI","Basseterre","2006-05-23","",""
"17386","AB Agarkar",NA,"0","4","0","0","0.00","1","West Indies","ODI","Port of Spain","2006-05-26","",""
"17387","RV Uthappa",NA,"0","3","0","0","0.00","2","West Indies","ODI","Port of Spain","2006-05-28","",""
"17388","MM Patel",NA,"0","1","0","0","0.00","2","West Indies","ODI","Port of Spain","2006-05-28","",""
"17389","MM Patel",NA,"0","28","0","0","0.00","1","West Indies","Test","St John's","2006-06-02","",""
"17390","VVS Laxman",NA,"0","10","0","0","0.00","1","West Indies","Test","Gros Islet","2006-06-10","",""
"17391","Yuvraj Singh",NA,"0","4","0","0","0.00","2","West Indies","Test","Basseterre","2006-06-22","",""
"17392","M Kaif",NA,"0","2","0","0","0.00","2","West Indies","Test","Basseterre","2006-06-22","",""
"17393","S Sreesanth",NA,"0","2","0","0","0.00","2","West Indies","Test","Basseterre","2006-06-22","",""
"17394","V Sehwag",NA,"0","2","0","0","0.00","1","West Indies","Test","Kingston","2006-06-30","",""
"17395","S Sreesanth",NA,"0","7","0","0","0.00","1","West Indies","Test","Kingston","2006-06-30","",""
"17396","MM Patel",NA,"0","6","0","0","0.00","1","West Indies","Test","Kingston","2006-06-30","",""
"17397","IK Pathan",NA,"0","1","0","0","0.00","2","Australia","ODI","Kuala Lumpur","2006-09-16","",""
"17398","Yuvraj Singh",NA,"0","3","0","0","0.00","2","Australia","ODI","Kuala Lumpur","2006-09-16","",""
"17399","R Dravid",NA,"0","3","0","0","0.00","1","West Indies","ODI","Kuala Lumpur","2006-09-20","",""
"17400","Yuvraj Singh",NA,"0","4","0","0","0.00","1","West Indies","ODI","Kuala Lumpur","2006-09-20","",""
"17401","S Sreesanth",NA,"0","4","0","0","0.00","1","West Indies","ODI","Kuala Lumpur","2006-09-20","",""
"17402","Harbhajan Singh",NA,"0","2","0","0","0.00","2","Australia","ODI","Kuala Lumpur","2006-09-22","",""
"17403","SK Raina",NA,"0","2","0","0","0.00","2","England","ODI","Jaipur","2006-10-15","",""
"17404","IK Pathan",NA,"0","6","0","0","0.00","1","West Indies","ODI","Ahmedabad","2006-10-26","",""
"17405","W Jaffer",NA,"0","3","0","0","0.00","2","South Africa","ODI","Durban","2006-11-22","",""
"17406","V Sehwag",NA,"0","4","0","0","0.00","2","South Africa","ODI","Cape Town","2006-11-26","",""
"17407","A Kumble",NA,"0","3","0","0","0.00","2","South Africa","ODI","Cape Town","2006-11-26","",""
"17408","MS Dhoni",NA,"0","2","0","0","0.00","2","South Africa","T20I","Johannesburg","2006-12-01","",""
"17409","VVS Laxman",NA,"0","1","0","0","0.00","1","South Africa","ODI","Centurion","2006-12-03","",""
"17410","S Sreesanth",NA,"0","2","0","0","0.00","1","South Africa","Test","Johannesburg","2006-12-15","",""
"17411","V Sehwag",NA,"0","1","0","0","0.00","2","South Africa","Test","Durban","2006-12-26","",""
"17412","SC Ganguly",NA,"0","2","0","0","0.00","2","South Africa","Test","Durban","2006-12-26","",""
"17413","A Kumble",NA,"0","6","0","0","0.00","2","South Africa","Test","Durban","2006-12-26","",""
"17414","SR Tendulkar",NA,"0","7","0","0","0.00","4","South Africa","Test","Durban","2006-12-26","",""
"17415","A Kumble",NA,"0","3","0","0","0.00","1","South Africa","Test","Cape Town","2007-01-02","",""
"17416","MM Patel",NA,"0","1","0","0","0.00","3","South Africa","Test","Cape Town","2007-01-02","",""
"17417","SR Tendulkar",NA,"0","6","0","0","0.00","1","West Indies","ODI","Cuttack","2007-01-24","",""
"17418","G Gambhir",NA,"0","6","0","0","0.00","1","West Indies","ODI","Chennai","2007-01-27","",""
"17419","MS Dhoni",NA,"0","3","0","0","0.00","1","Bangladesh","ODI","Port of Spain","2007-03-17","",""
"17420","Harbhajan Singh",NA,"0","3","0","0","0.00","1","Bangladesh","ODI","Port of Spain","2007-03-17","",""
"17421","AB Agarkar",NA,"0","2","0","0","0.00","1","Bangladesh","ODI","Port of Spain","2007-03-17","",""
"17422","SR Tendulkar",NA,"0","3","0","0","0.00","2","Sri Lanka","ODI","Port of Spain","2007-03-23","",""
"17423","MS Dhoni",NA,"0","1","0","0","0.00","2","Sri Lanka","ODI","Port of Spain","2007-03-23","",""
"17424","W Jaffer",NA,"0","1","0","0","0.00","1","Bangladesh","Test","Chattogram","2007-05-18","",""
"17425","Z Khan",NA,"0","3","0","0","0.00","1","Bangladesh","Test","Chattogram","2007-05-18","",""
"17426","W Jaffer",NA,"0","3","0","0","0.00","3","Bangladesh","Test","Chattogram","2007-05-18","",""
"17427","G Gambhir",NA,"0","7","0","0","0.00","1","South Africa","ODI","Belfast","2007-06-26","",""
"17428","MS Dhoni",NA,"0","4","0","0","0.00","2","South Africa","ODI","Belfast","2007-06-29","",""
"17429","MS Dhoni",NA,"0","5","0","0","0.00","2","England","Test","Lord's","2007-07-19","",""
"17430","Z Khan",NA,"0","15","0","0","0.00","4","England","Test","Lord's","2007-07-19","",""
"17431","RP Singh",NA,"0","4","0","0","0.00","2","England","Test","Nottingham","2007-07-27","",""
"17432","W Jaffer",NA,"0","6","0","0","0.00","3","England","Test","The Oval","2007-08-09","",""
"17433","Yuvraj Singh",NA,"0","4","0","0","0.00","2","England","ODI","Southampton","2007-08-21","",""
"17434","RP Singh",NA,"0","4","0","0","0.00","2","England","ODI","Southampton","2007-08-21","",""
"17435","KD Karthik",NA,"0","2","0","0","0.00","2","England","ODI","Birmingham","2007-08-27","",""
"17436","RP Singh",NA,"0","1","0","0","0.00","1","England","ODI","Manchester","2007-08-30","",""
"17437","Z Khan",NA,"0","0","0","0","-","2","England","ODI","The Oval","2007-09-05","",""
"17438","R Dravid",NA,"0","3","0","0","0.00","1","England","ODI","Lord's","2007-09-08","",""
"17439","PP Chawla",NA,"0","6","0","0","0.00","1","England","ODI","Lord's","2007-09-08","",""
"17440","G Gambhir",NA,"0","3","0","0","0.00","1","Pakistan","T20I","Durban","2007-09-14","",""
"17441","RV Uthappa",NA,"0","2","0","0","0.00","2","New Zealand","T20I","Johannesburg","2007-09-16","",""
"17442","KD Karthik",NA,"0","1","0","0","0.00","1","South Africa","T20I","Durban","2007-09-20","",""
"17443","SR Tendulkar",NA,"0","6","0","0","0.00","2","Australia","ODI","Bengaluru","2007-09-29","",""
"17444","RV Uthappa",NA,"0","3","0","0","0.00","2","Australia","ODI","Hyderabad (Deccan)","2007-10-05","",""
"17445","R Dravid",NA,"0","4","0","0","0.00","2","Australia","ODI","Hyderabad (Deccan)","2007-10-05","",""
"17446","SC Ganguly",NA,"0","4","0","0","0.00","1","Australia","ODI","Vadodara","2007-10-11","",""
"17447","R Dravid",NA,"0","1","0","0","0.00","1","Australia","ODI","Vadodara","2007-10-11","",""
"17448","M Kartik",NA,"0","4","0","0","0.00","1","Australia","ODI","Vadodara","2007-10-11","",""
"17449","SC Ganguly",NA,"0","7","0","0","0.00","2","Australia","ODI","Mumbai","2007-10-17","",""
"17450","KD Karthik",NA,"0","6","0","0","0.00","2","Australia","ODI","Mumbai","2007-10-17","",""
"17451","IK Pathan",NA,"0","5","0","0","0.00","2","Australia","ODI","Mumbai","2007-10-17","",""
"17452","RV Uthappa",NA,"0","2","0","0","0.00","1","Pakistan","ODI","Mohali","2007-11-08","",""
"17453","MM Patel",NA,"0","1","0","0","0.00","2","Pakistan","Test","Delhi","2007-11-22","",""
"17454","Yuvraj Singh",NA,"0","11","0","0","0.00","2","Australia","Test","Melbourne","2007-12-26","",""
"17455","MS Dhoni",NA,"0","2","0","0","0.00","2","Australia","Test","Melbourne","2007-12-26","",""
"17456","Harbhajan Singh",NA,"0","0","0","0","-","4","Australia","Test","Melbourne","2007-12-26","",""
"17457","W Jaffer",NA,"0","4","0","0","0.00","4","Australia","Test","Sydney","2008-01-02","",""
"17458","Yuvraj Singh",NA,"0","3","0","0","0.00","4","Australia","Test","Sydney","2008-01-02","",""
"17459","RP Singh",NA,"0","1","0","0","0.00","4","Australia","Test","Sydney","2008-01-02","",""
"17460","I Sharma",NA,"0","3","0","0","0.00","4","Australia","Test","Sydney","2008-01-02","",""
"17461","RP Singh",NA,"0","2","0","0","0.00","1","Australia","Test","Perth","2008-01-16","",""
"17462","SC Ganguly",NA,"0","3","0","0","0.00","3","Australia","Test","Perth","2008-01-16","",""
"17463","A Kumble",NA,"0","4","0","0","0.00","3","Australia","Test","Perth","2008-01-16","",""
"17464","RP Singh",NA,"0","4","0","0","0.00","1","Australia","Test","Adelaide","2008-01-24","",""
"17465","IK Pathan",NA,"0","6","0","0","0.00","3","Australia","Test","Adelaide","2008-01-24","",""
"17466","V Sehwag",NA,"0","3","0","0","0.00","1","Australia","T20I","Melbourne","2008-02-01","",""
"17467","S Sreesanth",NA,"0","1","0","0","0.00","1","Australia","T20I","Melbourne","2008-02-01","",""
"17468","RG Sharma",NA,"0","2","0","0","0.00","1","Sri Lanka","ODI","Brisbane","2008-02-05","",""
"17469","MM Patel",NA,"0","9","0","0","0.00","2","Australia","ODI","Adelaide","2008-02-17","",""
"17470","SR Tendulkar",NA,"0","2","0","0","0.00","2","Sri Lanka","ODI","Adelaide","2008-02-19","",""
"17471","SR Tendulkar",NA,"0","5","0","0","0.00","2","South Africa","Test","Chennai","2008-03-26","",""
"17472","Harbhajan Singh",NA,"0","2","0","0","0.00","2","South Africa","Test","Chennai","2008-03-26","",""
"17473","RP Singh",NA,"0","8","0","0","0.00","2","South Africa","Test","Chennai","2008-03-26","",""
"17474","SC Ganguly",NA,"0","2","0","0","0.00","1","South Africa","Test","Ahmedabad","2008-04-03","",""
"17475","A Kumble",NA,"0","2","0","0","0.00","1","South Africa","Test","Ahmedabad","2008-04-03","",""
"17476","RP Singh",NA,"0","11","0","0","0.00","1","South Africa","Test","Ahmedabad","2008-04-03","",""
"17477","S Sreesanth",NA,"0","3","0","0","0.00","1","South Africa","Test","Ahmedabad","2008-04-03","",""
"17478","YK Pathan",NA,"0","4","0","0","0.00","1","Pakistan","ODI","Karachi","2008-07-02","",""
"17479","Yuvraj Singh",NA,"0","2","0","0","0.00","2","Sri Lanka","ODI","Karachi","2008-07-06","",""
"17480","RP Singh",NA,"0","1","0","0","0.00","2","Sri Lanka","ODI","Karachi","2008-07-06","",""
"17481","KD Karthik",NA,"0","6","0","0","0.00","3","Sri Lanka","Test","Colombo (SSC)","2008-07-23","",""
"17482","SC Ganguly",NA,"0","5","0","0","0.00","1","Sri Lanka","Test","Galle","2008-07-31","",""
"17483","I Sharma",NA,"0","4","0","0","0.00","1","Sri Lanka","Test","Galle","2008-07-31","",""
"17484","I Sharma",NA,"0","1","0","0","0.00","3","Sri Lanka","Test","Galle","2008-07-31","",""
"17485","Z Khan",NA,"0","7","0","0","0.00","3","Sri Lanka","Test","Colombo (PSS)","2008-08-08","",""
"17486","I Sharma",NA,"0","5","0","0","0.00","3","Sri Lanka","Test","Colombo (PSS)","2008-08-08","",""
"17487","G Gambhir",NA,"0","2","0","0","0.00","1","Sri Lanka","ODI","Dambulla","2008-08-18","",""
"17488","RG Sharma",NA,"0","2","0","0","0.00","2","Sri Lanka","ODI","Dambulla","2008-08-20","",""
"17489","Yuvraj Singh",NA,"0","6","0","0","0.00","1","Sri Lanka","ODI","Colombo (RPS)","2008-08-27","",""
"17490","Z Khan",NA,"0","2","0","0","0.00","1","Sri Lanka","ODI","Colombo (RPS)","2008-08-27","",""
"17491","VVS Laxman",NA,"0","12","0","0","0.00","2","Australia","Test","Bengaluru","2008-10-09","",""
"17492","R Dravid",NA,"0","2","0","0","0.00","1","Australia","Test","Nagpur","2008-11-06","",""
"17493","A Mishra",NA,"0","1","0","0","0.00","1","Australia","Test","Nagpur","2008-11-06","",""
"17494","I Sharma",NA,"0","7","0","0","0.00","1","Australia","Test","Nagpur","2008-11-06","",""
"17495","SC Ganguly",NA,"0","1","0","0","0.00","3","Australia","Test","Nagpur","2008-11-06","",""
"17496","YK Pathan",NA,"0","2","0","0","0.00","1","England","ODI","Rajkot","2008-11-14","",""
"17497","V Sehwag",NA,"0","3","0","0","0.00","1","England","Test","Mohali","2008-12-19","",""
"17498","VVS Laxman",NA,"0","24","0","0","0.00","1","England","Test","Mohali","2008-12-19","",""
"17499","R Dravid",NA,"0","19","0","0","0.00","3","England","Test","Mohali","2008-12-19","",""
"17500","MS Dhoni",NA,"0","2","0","0","0.00","3","England","Test","Mohali","2008-12-19","",""
"17501","YK Pathan",NA,"0","1","0","0","0.00","1","Sri Lanka","ODI","Colombo (RPS)","2009-02-05","",""
"17502","SK Raina",NA,"0","3","0","0","0.00","2","Sri Lanka","ODI","Colombo (RPS)","2009-02-08","",""
"17503","SK Raina",NA,"0","4","0","0","0.00","1","New Zealand","T20I","Wellington","2009-02-27","",""
"17504","YK Pathan",NA,"0","2","0","0","0.00","1","New Zealand","T20I","Wellington","2009-02-27","",""
"17505","Yuvraj Singh",NA,"0","4","0","0","0.00","1","New Zealand","ODI","Wellington","2009-03-06","",""
"17506","YK Pathan",NA,"0","4","0","0","0.00","1","New Zealand","ODI","Auckland","2009-03-14","",""
"17507","I Sharma",NA,"0","13","0","0","0.00","2","New Zealand","Test","Napier","2009-03-26","",""
"17508","Yuvraj Singh",NA,"0","11","0","0","0.00","2","New Zealand","Test","Napier","2009-03-26","",""
"17509","Harbhajan Singh",NA,"0","3","0","0","0.00","3","New Zealand","Test","Wellington","2009-04-03","",""
"17510","YK Pathan",NA,"0","2","0","0","0.00","2","South Africa","T20I","Nottingham","2009-06-16","",""
"17511","RA Jadeja",NA,"0","1","0","0","0.00","1","West Indies","ODI","Kingston","2009-06-26","",""
